link,address,description,zip_code,text_similarity,crime_per_1000_residents,assault_crime_rate,robbery_crime_rate,rape_crime_rate,murder_crime_rate,total_violent_crime_rate,theft_crime_rate,vehicle_theft_crime_rate,burglary_crime_rate,arson_crime_rate,total_property_crime_rate,kidnapping_crime_rate,drug_crime_rate,vandalism_crime_rate,identity_theft_crime_rate,property_score
https://www.redfin.com/wa/renton/14055-se-159th-pl-98058/home/423080,"14055 se 159th pl, renton, wa 98058","pride of ownership shines in this meticulously maintained home! this originally owned tri-level features 1860sf of living spc, formal dining rm w/high ceilings & hardwood flooring. spacious kitchen w/tiled floors, ample storage spc, breakfast nook, all appliances stay. just off the kitchen is the lower lvl family rm, guest bedroom, 3/4 bath & garage access. primary suite offers a walk-in closet & private en-suite w/dual vanities. addtnl features include a wood burning fp, utility rm & 2 upper lvl guest bedrooms. exceptional neighborhood, beautifully landscaped, covered patio & 2-car garage. enjoy the many amenities, restaurants, trails & golfing just minutes away. easy access to freeways, seatac airport, seattle & eastside business hubs. ",98058,0.56077003,0.2105672105672106,0.23232768112750493,0.11464522894092974,0.8811942774206925,0.9696048632218844,0.23253757736516356,0.1406652611852893,0.3780374698571693,0.5402628434886501,1.0,0.18893591293833134,0.7797600252604989,0.2100746268656716,0.26720741599073,0.8569958847736625,2.995864691208887
https://www.redfin.com/wa/renton/11519-se-169th-st-98055/home/227331,"11519 se 169th st, renton, wa 98055","attractive 3 bed, 2 bath rambler makes a great addition to any investment portfolio! stable rental contract in place until 4/30/25 at $2,795/month. remodeled open kitchen with new cabinets, granite counters, stainless appliances, breakfast bar & hardwoods throughout. ideal floor plan features 3 spacious bedrooms, open kitchen, dining space, large living room with fireplace and sliding doors to covered patio. enjoy large, level, usable lot with additional storage space. washer & dryer included. great area near downtown renton & southcenter shops and restaurants. easy commute north and south. ",98055,0.6796051,0.2705107757739337,0.32400700054474435,0.18091760334075316,0.8922760457020635,0.9641657334826429,0.30965344395471434,0.21465954062950773,0.42891661541165105,0.5602779349808212,0.8231205093755477,0.25674335475932875,0.6415377328702241,0.2875981932443048,0.2812374214795389,0.8707764782326185,4.166624118831886
https://www.redfin.com/wa/renton/1736-pierce-ave-ne-98056/home/103976080,"1736 pierce ave ne, renton, wa 98056","tucked away at the end of a private street, this 3 bedroom/2.5 bath gem feels like brand new construction! spacious and sun-lit boasting gleaming laminate wood floors and new carpet. the great room concept is showcased by a chef’s kitchen, stunning slab granite counters and stainless-steel appliances. the dining area is large enough to seat a crowd and the living room is anchored by a gorgeous gas fireplace. a french door leads out to a sweet party deck, easy maintenance backyard, fully fenced & gated. upstairs are 2 spacious bedrooms with custom wall finishes and a beautiful primary suite with vaulted ceilings. the oversized garage is amazing with room for a real workshop. oh yes, a/c too! this is the one you have been waiting for! ",98056,0.64537954,0.220979020979021,0.3078617044703809,0.12757777001048584,0.8961227451793489,0.96048632218845,0.2812934192244537,0.1671351604591239,0.4058616212205528,0.5260454002389486,0.6958934517203108,0.21150745667069729,0.5465740448373856,0.22052238805970148,0.1990150637311703,0.8672839506172839,3.9673984836645664
https://www.redfin.com/wa/renton/17307-119th-ln-se-98058/unit-k8/home/50956,"17307 119th ln se unit k8, renton, wa 98058","welcome home to this light and bright cascade park two bed one bath condo. the living room features an open floor plan, high vaulted ceilings as well as a wood burning fireplace, making it perfect for a cozy night in. living space extends outdoorsto patio, secluded setting looks out on park-like mature landscaping. master bedroom comes with a walk-in closet and attaches to this his and hers bathroom. convenient location close to shopping, restaurants, public transportation, freeway access, and all other amenities. this is it! ",98058,0.6475566,0.2105672105672106,0.23232768112750493,0.11464522894092974,0.8811942774206925,0.9696048632218844,0.23253757736516356,0.1406652611852893,0.3780374698571693,0.5402628434886501,1.0,0.18893591293833134,0.7797600252604989,0.2100746268656716,0.26720741599073,0.8569958847736625,3.863730253647852
https://www.redfin.com/wa/renton/734-lincoln-ave-se-98057/home/230420,"734 lincoln ave se, renton, wa 98057","welcome to your new home at the hidden jewel of historic renton hill! this stunning property offers modern living at its core. let's explore why this home could be your dream come true.  boasting 5 bdrm, 2.5ba, and 3 gas fireplaces, soaring vaulted ceilings, and abundant windows throughout flood the home with natural light, beautiful hardwood floors. gourmet kitchen, complete with stainless steel appliances and a wine chiller, great room is perfect for entertaining.  office/den on main flr.  upstairs primary bedroom suite is a true sanctuary, resembling a mini apartment with a cozy sitting area, gas fireplace, and ensuite bathroom featuring a jacuzzi tub. backyard is a private oasis. located close to parks, trails, dining,and entertainment. ",98057,0.534246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.564927857935627,1.0,1.0,1.0,1.0,1.0,1.0424601554870605
https://www.redfin.com/wa/renton/15587-se-143rd-pl-98059/home/190853577, ,"be prepared to live an extraordinary life in the bridgewater plan! whether hosting guests in your open concept great room or preparing dinner on the spacious kitchen island, youll be amazed at the elegant ease the bridgewater will bring to your life! upstairs youll enjoy a primary suite featuring a spacious bathroom complete with luxurious touches. you'll also appreciate an expansive bonus room perfect for movie night. three additional bedrooms and a conveniently located laundry room complete the second floor. youre extraordinary and your home should be too - come see the bridgewater plan today! ",98056,0.54558647,0.220979020979021,0.3078617044703809,0.12757777001048584,0.8961227451793489,0.96048632218845,0.2812934192244537,0.1671351604591239,0.4058616212205528,0.5260454002389486,0.6958934517203108,0.21150745667069729,0.5465740448373856,0.22052238805970148,0.1990150637311703,0.8672839506172839,2.9694679569311675
https://www.redfin.com/wa/renton/5226-ne-2nd-st-98059/home/52428318,"5226 ne 2nd st, renton, wa 98059","stunning beclan place home w/9' vaulted ceilings, hardwood flooring, new carpeting, fresh paint throughout, floor to ceiling windows bringing in natural light & high end finishes. open concept living w/an amazing chef's kitchen w/gorgeous granite countertops/beautiful cabinetry, ss appls - opened to living/dining room w/cozy fireplace. slider to outdoors where you will enjoy a covered deck, fully fenced yard. main level flex room is prewired for surround sound! a perfect media room or office. upstairs is a loft overlooking the main level w/a wet bar. primary bd has plenty of closet space, 5 piece bath w/soaking tub & 600 sq ft deck! 3 more large bds & another full bath on upper level. 3 car garage, a/c & minutes from the landing in renton! ",98059,0.52154773,0.18104118104118105,0.2477427879321735,0.07479902132121635,0.863155712212316,0.9483282674772037,0.22571681192370846,0.12356523776059969,0.3377851975514747,0.48781362007168466,0.8551609322974472,0.16737202740830312,0.4486896116198295,0.2638059701492537,0.1783893395133256,0.8508230452674896,2.9336272639677077
https://www.redfin.com/wa/renton/5221-ne-4th-pl-98059/home/244171,"5221 ne 4th pl, renton, wa 98059","welcome to your dream home in renton highlands! this stunning residence features 4 bedrooms and 2.5 bathrooms. as you step inside, you're greeted by vaulted ceilings and inviting bay windows. the master suite offers a tranquil retreat with a walk-in closet and a private bath boasting a soothing soaking tub. gather around the cozy gas fireplace in the family room, or enjoy culinary adventures in the gourmet kitchen, equipped with a pantry and island for effortless entertaining. conveniently located close to shopping, schools, and i-405. don't miss out on making this your perfect sanctuary! ",98059,0.55665135,0.18104118104118105,0.2477427879321735,0.07479902132121635,0.863155712212316,0.9483282674772037,0.22571681192370846,0.12356523776059969,0.3377851975514747,0.48781362007168466,0.8551609322974472,0.16737202740830312,0.4486896116198295,0.2638059701492537,0.1783893395133256,0.8508230452674896,3.2846633357450514
https://www.redfin.com/wa/renton/15472-se-143rd-pl-98059/unit-5/home/190864498,"15472 se 143rd pl #5, renton, wa 98058","here's our best value at carnoustie court! the bridgewater floor plan is a highly flexible plan. large entry easily accommodates big pieces & shoe drops. open concept great room keeps you engaged with your guests while entertaining! kitchen flows to dining which flows to living. main floor bedroom & 3/4 bathroom makes an ideal home office. upstairs you'll find a large primary suite with freestanding tub! three more bedrooms + bonus room complete the space. air conditioning, landscaping & 6' high fencing included! community park! buyers must register their broker on site at their first visit, including open houses. use gps address:15580 se 143rd pl, renton wa, 98059. only use google maps. ",98058,0.6255233,0.2105672105672106,0.23232768112750493,0.11464522894092974,0.8811942774206925,0.9696048632218844,0.23253757736516356,0.1406652611852893,0.3780374698571693,0.5402628434886501,1.0,0.18893591293833134,0.7797600252604989,0.2100746268656716,0.26720741599073,0.8569958847736625,3.6433976311197758
https://www.redfin.com/wa/renton/18227-132nd-pl-se-98058/home/390306,"18227 132nd pl se, renton, wa 98058","come see this beautifully maintained murray franklin home on a quiet cul-de-sac in the heart of the coveted fairwood community. walk into a gorgeous living room with an abundance of natural light throughout. enjoy a formal dining room leading into a remodeled stainless kitchen with gas range, large quartz counter space, and second living room perfect for cozy movie nights. outside boasts a huge deck perfect for bbq's & entertaining, backed to a greenbelt with easy access to hiking and biking trails. the second story features 3 spacious bedrooms, as well as a large primary with an ensuite & custom walk-in closet.  enjoy central ac throughout, oversized 2 car garage perfect for extra toys or workout space. welcome home! ",98058,0.6320826,0.2105672105672106,0.23232768112750493,0.11464522894092974,0.8811942774206925,0.9696048632218844,0.23253757736516356,0.1406652611852893,0.3780374698571693,0.5402628434886501,1.0,0.18893591293833134,0.7797600252604989,0.2100746268656716,0.26720741599073,0.8569958847736625,3.708989920090723
